user_id,interest_data_analysis,interest_ai_ml,interest_software_development,interest_web_development,interest_cloud_infrastructure,interest_business_problem_solving,skill_python,skill_sql,skill_statistics,skill_machine_learning,skill_programming_fundamentals,skill_web_development,skill_cloud,skill_devops,skill_data_visualisation,skill_git,preferred_work_type,preferred_learning_style,career_goal,target_role
U04604,2,3,2,4,3,2,1,2,1,1,5,4,2,2,3,5,User-Facing Development,Project-Based,Build Software,Web Developer
U04605,1,2,5,4,2,3,3,2,3,1,4,5,1,1,2,2,User-Facing Development,Practical,Build Websites,Web Developer
U04606,1,1,3,4,1,2,1,2,2,1,5,4,1,2,1,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04607,1,1,5,4,2,2,1,1,1,1,4,5,2,1,3,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04608,1,1,3,5,1,3,2,3,3,1,4,4,1,1,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04609,2,1,4,4,1,2,1,2,2,1,4,3,3,2,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04610,1,1,4,4,1,2,1,1,1,1,3,4,1,1,3,1,User-Facing Development,Project-Based,Build Websites,Web Developer
U04611,2,1,5,4,2,4,2,1,1,1,3,4,1,2,3,1,User-Facing Development,Project-Based,Build Websites,Web Developer
U04612,1,1,4,4,1,4,2,1,2,1,4,4,1,1,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04613,2,2,4,3,2,3,1,2,2,1,5,5,1,2,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04614,2,2,4,4,1,3,2,2,1,1,4,4,1,2,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04615,2,1,3,5,1,4,1,1,1,1,2,4,1,2,1,2,User-Facing Development,Practical,Build Software,Web Developer
U04616,2,2,3,4,2,3,1,2,2,1,5,5,2,2,3,3,User-Facing Development,Practical,Build Websites,Web Developer
U04617,1,2,3,5,1,2,2,2,1,1,3,3,1,2,3,3,User-Facing Development,Practical,Build Websites,Web Developer
U04618,1,1,4,4,2,3,2,1,1,1,3,5,1,2,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04619,1,1,3,5,1,2,1,1,1,1,4,5,1,2,3,4,User-Facing Development,Visual,Build Websites,Web Developer
U04620,1,2,4,5,1,3,2,1,1,1,4,3,2,2,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04621,2,2,3,5,2,4,2,2,2,1,4,5,1,1,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04622,2,2,4,4,2,2,1,1,2,1,3,4,2,2,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04623,2,1,4,4,2,3,3,2,2,1,4,4,1,3,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04624,1,1,5,5,1,4,1,1,1,1,4,5,1,1,3,2,User-Facing Development,Project-Based,Build Software,Web Developer
U04625,1,1,4,5,1,2,3,2,2,2,3,4,2,1,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04626,1,1,4,4,2,3,1,1,1,1,4,4,1,1,3,2,User-Facing Development,Visual,Build Websites,Web Developer
U04627,1,1,3,4,1,2,2,1,1,1,4,4,3,1,2,5,User-Facing Development,Project-Based,Build Software,Web Developer
U04628,3,2,4,5,1,4,3,1,1,1,5,4,1,2,2,1,User-Facing Development,Project-Based,Build Websites,Web Developer
U04629,3,1,3,5,2,2,1,2,1,1,4,3,1,1,1,4,User-Facing Development,Visual,Build Software,Web Developer
U04630,2,2,3,4,1,3,3,2,1,1,2,3,1,1,2,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04631,1,1,3,3,2,4,2,2,1,1,3,5,1,2,2,4,User-Facing Development,Practical,Build Websites,Web Developer
U04632,1,1,4,4,1,3,2,1,2,1,3,4,2,1,1,3,User-Facing Development,Visual,Build Software,Web Developer
U04633,1,1,3,5,1,2,1,1,1,1,4,5,1,1,3,2,User-Facing Development,Visual,Build Websites,Web Developer
U04634,1,2,4,4,1,3,1,1,2,2,4,4,2,2,4,2,User-Facing Development,Visual,Build Software,Web Developer
U04635,1,1,3,4,2,4,2,2,2,1,4,4,1,2,3,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04636,2,1,4,3,2,3,1,1,2,1,3,4,2,2,3,2,User-Facing Development,Practical,Build Software,Web Developer
U04637,1,1,4,4,2,4,1,2,1,1,4,5,1,1,2,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04638,1,1,3,5,1,3,1,2,1,2,3,5,2,1,2,2,User-Facing Development,Practical,Build Websites,Web Developer
U04639,2,2,5,4,2,2,2,2,1,1,3,5,2,1,3,5,User-Facing Development,Practical,Build Websites,Web Developer
U04640,1,2,5,4,2,3,3,1,1,1,4,5,2,3,3,4,User-Facing Development,Visual,Build Websites,Web Developer
U04641,2,1,3,4,3,2,3,1,1,1,3,3,2,1,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04642,1,1,5,5,1,1,1,3,1,1,4,4,1,1,3,5,User-Facing Development,Project-Based,Build Websites,Web Developer
U04643,1,3,5,5,1,4,3,2,1,1,4,5,2,2,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04644,1,3,3,4,1,3,1,2,2,1,4,5,2,1,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04645,2,1,5,5,1,2,2,3,1,1,3,4,1,2,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04646,2,2,5,4,3,4,1,1,2,2,4,4,1,1,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04647,1,1,3,4,1,3,3,2,1,1,3,5,2,1,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04648,2,2,4,5,2,4,3,1,1,1,4,4,1,2,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04649,2,2,4,5,2,2,3,1,2,1,3,5,2,2,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04650,2,2,3,4,1,3,3,2,2,1,4,5,1,1,3,2,User-Facing Development,Project-Based,Build Software,Web Developer
U04651,2,1,5,4,1,3,2,1,1,1,3,4,2,2,2,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04652,2,1,3,4,2,2,1,2,2,1,4,4,2,2,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04653,2,2,4,4,2,3,1,1,1,1,3,4,3,2,2,4,User-Facing Development,Practical,Build Websites,Web Developer
U04654,2,1,4,5,1,2,3,2,1,1,4,5,1,1,2,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04655,1,2,4,4,1,4,3,1,2,1,4,3,3,3,4,3,User-Facing Development,Visual,Build Software,Web Developer
U04656,2,2,5,5,3,3,2,1,1,1,4,4,1,1,2,5,User-Facing Development,Project-Based,Build Websites,Web Developer
U04657,1,1,3,5,2,2,4,2,1,1,4,5,1,1,4,3,User-Facing Development,Practical,Build Websites,Web Developer
U04658,1,2,5,5,2,3,1,1,3,1,4,5,2,2,3,5,User-Facing Development,Project-Based,Build Software,Web Developer
U04659,2,2,5,4,2,3,1,1,2,1,4,4,1,2,2,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04660,1,2,3,4,2,2,2,1,1,1,5,5,2,2,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04661,1,1,3,4,1,3,2,2,2,1,3,4,1,3,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04662,1,1,5,5,2,5,1,1,2,1,3,5,1,1,2,5,User-Facing Development,Practical,Build Software,Web Developer
U04663,2,2,4,4,2,4,3,1,1,1,3,5,2,2,4,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04664,1,1,3,4,1,3,3,2,3,1,4,4,3,2,3,2,User-Facing Development,Visual,Build Websites,Web Developer
U04665,2,1,3,5,2,3,2,2,2,1,4,5,1,1,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04666,2,1,5,5,2,3,2,1,2,1,3,4,2,2,3,5,User-Facing Development,Project-Based,Build Websites,Web Developer
U04667,2,2,5,4,1,2,1,1,2,1,5,5,1,2,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04668,1,1,4,4,1,3,2,1,1,1,4,4,2,2,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04669,1,1,3,4,1,2,2,1,2,1,3,5,1,1,2,3,User-Facing Development,Visual,Build Software,Web Developer
U04670,2,2,5,5,2,3,1,1,1,1,2,5,2,2,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04671,2,2,5,4,2,2,2,1,1,1,3,4,2,3,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04672,1,2,3,4,1,2,1,2,2,2,4,4,1,1,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04673,1,1,4,4,2,4,2,1,2,1,4,4,1,1,2,2,User-Facing Development,Practical,Build Software,Web Developer
U04674,1,2,3,3,1,3,3,1,2,1,5,4,2,1,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04675,2,2,3,4,1,3,1,2,1,1,4,5,2,1,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04676,2,1,4,4,1,2,1,1,2,2,3,5,2,3,2,2,User-Facing Development,Visual,Build Software,Web Developer
U04677,2,2,3,4,2,2,3,2,2,1,3,4,1,1,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04678,2,2,5,4,1,4,1,1,2,1,4,5,1,1,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04679,1,3,5,5,1,3,3,1,2,1,4,5,1,1,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04680,1,1,2,4,1,3,2,2,2,1,3,5,2,1,4,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04681,1,1,2,4,2,4,3,2,2,1,5,4,1,3,3,2,User-Facing Development,Visual,Build Software,Web Developer
U04682,1,2,5,4,1,2,2,2,2,1,5,4,1,1,2,2,User-Facing Development,Visual,Build Software,Web Developer
U04683,2,2,5,4,2,3,1,2,1,1,4,5,2,2,4,5,User-Facing Development,Project-Based,Build Software,Web Developer
U04684,2,1,5,5,2,4,1,2,2,1,5,4,2,1,3,5,User-Facing Development,Practical,Build Software,Web Developer
U04685,2,2,3,5,1,2,2,1,1,1,4,4,1,2,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04686,2,2,5,4,2,3,2,1,1,1,5,4,1,1,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04687,1,1,5,5,2,2,2,2,2,1,3,5,2,1,3,4,User-Facing Development,Practical,Build Websites,Web Developer
U04688,1,1,3,4,1,1,3,1,2,1,3,4,1,1,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04689,2,2,3,5,3,3,3,3,2,1,4,4,2,3,2,1,User-Facing Development,Practical,Build Software,Web Developer
U04690,2,1,5,4,1,2,2,1,1,1,4,4,1,1,3,2,User-Facing Development,Practical,Build Websites,Web Developer
U04691,2,1,3,5,2,4,2,1,1,1,3,4,1,2,3,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04692,2,1,2,4,1,3,2,2,2,2,4,5,2,1,3,2,User-Facing Development,Project-Based,Build Software,Web Developer
U04693,2,1,4,4,1,3,2,1,1,1,4,5,2,1,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04694,1,2,3,4,2,3,2,2,2,1,4,5,2,1,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04695,1,2,5,5,2,4,3,1,1,1,3,5,1,1,3,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04696,1,2,5,4,1,4,2,1,1,1,5,4,1,1,2,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04697,2,2,5,5,2,4,1,2,1,1,4,4,1,2,3,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04698,1,1,4,5,2,2,3,1,2,1,4,5,1,1,3,5,User-Facing Development,Visual,Build Websites,Web Developer
U04699,2,1,4,4,2,3,1,2,1,1,5,4,1,2,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04700,2,3,4,4,2,2,3,2,3,1,3,4,1,2,2,2,User-Facing Development,Practical,Build Websites,Web Developer
U04701,3,1,5,3,1,3,2,1,2,1,3,4,1,1,3,3,User-Facing Development,Visual,Build Software,Web Developer
U04702,2,1,3,5,1,3,1,2,2,1,4,4,1,2,1,5,User-Facing Development,Practical,Build Websites,Web Developer
U04703,1,3,3,4,2,4,1,2,2,1,5,5,2,2,2,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04704,1,3,5,5,2,2,2,1,1,1,5,5,2,2,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04705,1,2,5,5,1,3,2,1,2,1,3,5,2,3,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04706,1,2,4,4,2,2,1,1,2,1,3,4,2,2,2,5,User-Facing Development,Project-Based,Build Websites,Web Developer
U04707,2,1,5,5,2,4,2,1,1,1,4,4,1,2,4,3,User-Facing Development,Visual,Build Websites,Web Developer
U04708,2,2,3,4,1,2,2,1,2,1,5,5,1,2,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04709,1,1,5,3,2,3,2,1,1,1,3,5,2,1,3,2,User-Facing Development,Visual,Build Software,Web Developer
U04710,2,2,3,4,1,2,3,2,1,1,4,5,1,1,2,2,User-Facing Development,Visual,Build Software,Web Developer
U04711,2,1,3,3,2,2,3,1,1,1,3,5,2,2,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04712,2,1,3,3,1,1,3,1,1,1,5,5,1,1,1,2,User-Facing Development,Project-Based,Build Software,Web Developer
U04713,1,2,3,5,2,2,3,1,1,1,3,4,2,1,3,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04714,2,2,5,4,1,2,3,1,2,1,3,5,2,1,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04715,2,1,4,5,1,3,2,1,2,1,3,4,2,2,2,3,User-Facing Development,Visual,Build Software,Web Developer
U04716,1,2,3,4,2,4,1,1,2,1,4,4,1,1,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04717,1,2,4,4,1,2,2,2,1,1,4,5,2,1,2,5,User-Facing Development,Practical,Build Websites,Web Developer
U04718,1,1,4,5,1,3,1,1,2,1,5,5,1,2,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04719,1,1,4,5,2,2,1,1,1,1,5,5,2,2,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04720,2,1,4,4,2,4,1,2,1,1,5,4,2,1,3,4,User-Facing Development,Practical,Build Websites,Web Developer
U04721,2,1,3,5,2,3,1,2,2,1,3,5,1,2,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04722,2,2,2,4,1,3,2,1,1,1,2,5,2,1,3,2,User-Facing Development,Practical,Build Software,Web Developer
U04723,1,2,3,5,2,4,3,1,2,1,4,5,2,1,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04724,2,1,5,4,3,4,1,2,2,1,2,4,1,2,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04725,2,1,3,5,1,2,2,1,1,1,4,3,2,2,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04726,1,1,3,5,1,4,3,2,1,1,3,4,2,2,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04727,2,2,5,4,2,2,3,1,2,1,3,4,1,2,1,1,User-Facing Development,Practical,Build Websites,Web Developer
U04728,2,2,5,4,1,3,3,1,1,1,4,5,1,2,2,3,User-Facing Development,Visual,Build Software,Web Developer
U04729,2,1,5,4,2,2,2,1,2,1,4,4,1,2,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04730,2,1,3,5,1,2,2,1,3,1,2,4,2,1,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04731,2,2,4,5,1,2,2,1,1,1,3,5,2,2,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04732,2,2,5,4,2,3,4,1,2,1,5,5,2,2,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04733,1,2,2,4,2,4,2,1,1,1,2,5,1,1,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04734,2,1,5,4,2,4,2,2,2,1,4,4,2,1,1,3,User-Facing Development,Visual,Build Websites,Web Developer
U04735,1,2,4,4,1,4,2,1,1,1,4,5,1,2,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04736,2,1,3,4,2,3,1,3,1,1,3,5,2,1,2,2,User-Facing Development,Visual,Build Software,Web Developer
U04737,2,2,3,5,1,1,2,2,1,1,4,4,1,1,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04738,1,2,2,5,1,3,2,1,3,1,4,4,1,2,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04739,1,2,5,5,1,2,2,2,2,1,3,5,3,2,3,2,User-Facing Development,Visual,Build Websites,Web Developer
U04740,2,2,4,5,2,5,1,2,2,1,3,4,1,1,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04741,1,1,3,5,1,2,1,1,1,1,4,4,2,1,3,2,User-Facing Development,Practical,Build Software,Web Developer
U04742,1,1,5,5,1,4,3,1,1,1,4,4,2,1,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04743,2,1,4,5,1,3,1,1,1,1,5,4,2,1,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04744,2,2,5,4,1,2,3,1,1,1,5,4,1,1,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04745,1,1,2,4,1,4,1,1,2,2,4,3,2,2,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04746,2,1,4,4,1,4,3,2,2,1,3,4,2,1,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04747,2,2,3,4,2,2,2,2,2,1,3,5,1,2,3,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04748,1,1,3,5,1,2,2,1,2,1,3,4,2,1,3,4,User-Facing Development,Visual,Build Software,Web Developer
U04749,2,1,5,5,2,2,1,1,1,1,4,5,1,2,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04750,2,1,4,5,1,4,2,1,1,1,4,4,1,1,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04751,1,1,5,5,2,2,3,1,2,1,2,4,1,1,1,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04752,2,1,5,4,1,3,2,1,2,1,3,4,1,2,2,3,User-Facing Development,Practical,Build Websites,Web Developer
U04753,1,2,4,5,2,4,1,1,2,1,5,4,1,1,2,5,User-Facing Development,Practical,Build Software,Web Developer
U04754,1,1,5,5,2,1,2,1,3,1,4,5,1,1,3,4,User-Facing Development,Practical,Build Websites,Web Developer
U04755,2,1,4,5,1,2,1,2,1,1,5,3,1,1,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04756,2,1,3,5,2,4,3,1,1,1,4,5,2,2,1,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04757,2,3,4,5,2,3,1,3,1,1,4,5,2,2,3,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04758,2,2,3,4,1,3,1,2,3,1,4,4,1,1,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04759,2,2,3,5,2,3,3,2,2,1,4,5,2,2,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04760,1,2,3,4,2,3,3,1,1,1,2,4,1,1,3,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04761,2,1,3,4,1,4,1,2,1,1,3,4,1,1,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04762,1,2,5,4,1,4,1,1,2,1,3,5,1,2,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04763,1,2,3,5,1,3,3,2,1,1,3,3,2,3,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04764,1,1,4,4,1,3,3,1,2,2,4,4,2,1,2,4,User-Facing Development,Practical,Build Software,Web Developer
U04765,3,1,4,5,1,4,2,1,1,1,3,4,1,1,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04766,2,2,4,5,1,4,2,2,1,1,4,4,1,2,3,2,User-Facing Development,Practical,Build Websites,Web Developer
U04767,2,2,5,5,1,1,2,1,2,1,3,5,2,1,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04768,1,1,4,5,2,2,1,2,2,1,5,4,1,1,3,1,User-Facing Development,Project-Based,Build Websites,Web Developer
U04769,2,2,3,5,1,3,3,1,2,1,4,4,2,3,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04770,2,2,5,5,1,4,1,1,1,1,5,5,2,2,3,2,User-Facing Development,Practical,Build Websites,Web Developer
U04771,1,2,3,5,1,3,4,1,1,1,4,5,2,1,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04772,1,2,2,5,1,3,2,1,2,1,2,4,1,1,3,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04773,3,2,3,4,1,5,3,1,1,1,4,5,1,1,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04774,1,2,5,5,3,4,3,3,1,1,3,4,2,2,3,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04775,1,2,5,5,1,3,4,2,2,1,4,5,1,2,2,3,User-Facing Development,Practical,Build Software,Web Developer
U04776,3,1,2,4,2,4,1,2,1,1,3,5,2,1,2,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04777,1,1,5,5,1,3,2,2,1,1,3,5,1,1,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04778,1,2,5,5,2,2,2,2,1,1,5,4,2,2,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04779,1,2,5,4,2,2,2,1,1,1,3,4,1,1,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04780,2,1,3,5,2,4,3,2,1,1,4,4,2,2,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04781,1,2,3,5,2,4,3,2,2,1,3,4,2,1,2,5,User-Facing Development,Project-Based,Build Software,Web Developer
U04782,1,1,4,4,2,3,1,2,2,1,3,3,2,1,2,4,User-Facing Development,Practical,Build Websites,Web Developer
U04783,2,1,5,4,1,5,1,2,2,2,5,4,1,2,3,5,User-Facing Development,Visual,Build Software,Web Developer
U04784,2,2,5,5,2,2,1,2,1,1,5,5,3,1,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04785,2,1,3,4,1,3,2,1,2,1,3,4,1,1,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04786,2,1,2,4,1,3,1,2,1,1,5,4,1,1,2,4,User-Facing Development,Visual,Build Websites,Web Developer
U04787,1,2,5,5,1,4,2,2,1,1,5,4,2,2,3,3,User-Facing Development,Practical,Build Websites,Web Developer
U04788,1,2,5,4,2,2,2,1,1,1,4,4,1,2,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04789,2,2,4,4,1,3,3,2,1,1,3,4,2,2,4,2,User-Facing Development,Visual,Build Websites,Web Developer
U04790,1,1,3,4,2,1,2,2,2,1,5,4,1,1,3,2,User-Facing Development,Visual,Build Websites,Web Developer
U04791,1,2,2,5,2,2,3,2,2,1,3,4,1,1,2,2,User-Facing Development,Practical,Build Software,Web Developer
U04792,1,2,4,4,1,3,1,2,3,1,4,4,2,2,3,2,User-Facing Development,Project-Based,Build Software,Web Developer
U04793,2,2,5,4,2,3,2,2,1,1,4,5,2,1,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04794,1,1,4,4,1,3,2,2,1,1,4,5,2,2,2,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04795,2,1,3,5,2,2,2,1,1,1,5,4,1,1,3,3,User-Facing Development,Visual,Build Websites,Web Developer
U04796,1,1,4,4,2,4,2,1,2,1,4,5,2,1,1,3,User-Facing Development,Practical,Build Websites,Web Developer
U04797,2,2,3,4,1,3,3,2,2,1,3,4,2,1,3,3,User-Facing Development,Practical,Build Software,Web Developer
U04798,1,2,5,4,1,3,2,1,2,1,4,4,1,2,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04799,1,2,3,4,1,4,3,2,2,1,3,5,1,1,1,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04800,2,2,3,3,2,3,3,2,1,1,3,5,1,3,4,3,User-Facing Development,Visual,Build Websites,Web Developer
U04801,1,1,5,3,1,2,1,1,2,1,5,4,2,1,3,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04802,3,2,4,4,2,3,1,2,2,2,3,5,1,1,2,1,User-Facing Development,Practical,Build Software,Web Developer
U04803,1,1,3,4,1,3,2,1,2,1,4,5,2,1,1,2,User-Facing Development,Visual,Build Websites,Web Developer
U04804,1,2,3,5,1,3,2,1,2,1,4,4,1,1,3,3,User-Facing Development,Practical,Build Websites,Web Developer
U04805,2,1,3,5,2,4,1,1,3,1,3,4,2,1,3,3,User-Facing Development,Practical,Build Websites,Web Developer
U04806,2,2,4,3,1,3,2,1,2,1,4,4,1,2,2,2,User-Facing Development,Visual,Build Websites,Web Developer
U04807,1,2,5,5,2,2,1,1,2,1,3,4,2,2,3,5,User-Facing Development,Visual,Build Software,Web Developer
U04808,1,1,5,5,1,4,2,2,2,1,4,5,3,2,3,3,User-Facing Development,Visual,Build Software,Web Developer
U04809,1,2,3,4,1,3,3,1,1,1,3,5,2,2,2,3,User-Facing Development,Visual,Build Software,Web Developer
U04810,2,1,5,4,1,4,2,2,2,1,3,5,1,2,3,3,User-Facing Development,Project-Based,Build Software,Web Developer
U04811,1,2,4,4,1,3,1,1,2,1,5,4,1,1,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04812,2,2,3,5,1,4,1,1,1,1,5,4,2,1,3,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04813,2,1,4,4,2,3,2,2,1,1,3,4,1,2,3,4,User-Facing Development,Practical,Build Websites,Web Developer
U04814,1,2,4,5,1,4,2,2,1,2,3,4,2,1,3,2,User-Facing Development,Visual,Build Software,Web Developer
U04815,2,2,5,5,1,4,2,2,1,2,5,5,2,1,1,3,User-Facing Development,Visual,Build Software,Web Developer
U04816,3,1,4,5,2,4,3,2,2,1,3,4,1,1,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04817,1,2,5,5,1,3,2,1,1,1,3,5,1,2,3,1,User-Facing Development,Visual,Build Software,Web Developer
U04818,2,1,4,4,2,4,2,1,2,1,2,4,1,2,2,4,User-Facing Development,Project-Based,Build Websites,Web Developer
U04819,1,2,5,5,2,2,3,1,2,1,4,4,1,3,3,4,User-Facing Development,Practical,Build Software,Web Developer
U04820,3,1,4,5,1,2,3,1,1,1,5,5,3,2,3,3,User-Facing Development,Visual,Build Software,Web Developer
U04821,1,1,3,4,2,3,1,1,1,1,3,4,2,1,3,2,User-Facing Development,Practical,Build Websites,Web Developer
U04822,1,1,4,5,2,3,2,1,2,1,4,4,1,3,2,4,User-Facing Development,Visual,Build Software,Web Developer
U04823,1,2,4,5,1,2,2,1,1,1,4,4,2,2,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04824,3,2,3,4,3,2,1,1,1,1,4,5,2,1,2,4,User-Facing Development,Project-Based,Build Software,Web Developer
U04825,1,3,5,5,2,4,2,1,2,1,5,4,1,1,4,2,User-Facing Development,Project-Based,Build Websites,Web Developer
U04826,1,2,4,5,2,2,1,2,1,1,4,4,2,1,2,3,User-Facing Development,Project-Based,Build Websites,Web Developer
U04827,1,1,4,4,2,4,1,1,1,1,3,4,2,2,3,1,User-Facing Development,Practical,Build Software,Web Developer
U04828,1,1,3,4,1,2,3,2,1,1,3,3,2,1,3,2,User-Facing Development,Practical,Build Software,Web Developer
U04829,2,1,5,4,2,3,1,1,2,1,4,4,1,2,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04830,1,1,4,4,1,3,2,1,2,1,3,4,1,2,2,3,User-Facing Development,Visual,Build Websites,Web Developer
U04831,1,2,4,5,2,3,3,1,1,1,3,5,2,2,2,4,User-Facing Development,Practical,Build Websites,Web Developer
U04832,1,2,4,4,2,3,2,1,2,2,5,5,1,2,4,3,User-Facing Development,Project-Based,Build Websites,Web Developer
